,Alter bei Riss,Geburt,Liga,Name,Position,Rissdatum,Rissdatum dezimal,Saison,Verein,Verletzungszeit,Webseite
1440,21,1992-01-19,laliga2,Sergio Juste,Innenverteidiger                            ,2013-08-11,2013.6054794520549,13,FC Barcelona B,273,https://www.transfermarkt.ch/sergio-juste/verletzungen/spieler/116057
1441,20,1992-01-19,laliga2,Sergio Juste,Innenverteidiger                            ,2013-01-17,2013.0465753424658,12,FC Barcelona B,206,https://www.transfermarkt.ch/sergio-juste/verletzungen/spieler/116057
1442,19,1991-08-01,3-liga,Moritz Kuhn,Rechter Verteidiger                            ,2010-08-01,2010.5780821917808,10,VfB Stuttgart II,453,https://www.transfermarkt.ch/moritz-kuhn/verletzungen/spieler/125331
1443,20,1995-05-18,laliga2,Iker Undabarrena,Zentrales Mittelfeld                            ,2016-02-13,2016.1178082191782,15,Athletic Bilbao B,243,https://www.transfermarkt.ch/iker-undabarrena/verletzungen/spieler/181113
1444,26,1981-05-16,1-bundesliga,Ricardo Costa,Innenverteidiger                            ,2007-08-05,2007.5890410958905,07,VfL Wolfsburg,88 ,https://www.transfermarkt.ch/ricardo-costa/verletzungen/spieler/9819
1445,30,1987-09-01,2-bundesliga,Christian Träsch,Defensives Mittelfeld                            ,2018-07-30,2018.5753424657535,18,FC Ingolstadt 04,156,https://www.transfermarkt.ch/christian-trasch/verletzungen/spieler/38440
1446,27,1986-06-30,serie-a,Nicola Pozzi,Mittelstürmer                            ,2014-03-14,2014.2027397260274,13,Parma FC,189,https://www.transfermarkt.ch/nicola-pozzi/verletzungen/spieler/16117
1447,23,1994-02-22,reserveligaen,Jung-bin Park,Linksaußen                            ,2017-07-23,2017.5561643835617,17,Viborg FF,280,https://www.transfermarkt.ch/jung-bin-park/verletzungen/spieler/217684
1448,25,1982-04-08,1-bundesliga,Markus Miller,Torwart                            ,2007-10-27,2007.813698630137,07,Karlsruher SC,81 ,https://www.transfermarkt.ch/markus-miller/verletzungen/spieler/2306
1449,23,1993-02-07,a-league,Corey Gameiro,Mittelstürmer                            ,2016-09-16,2016.7013698630137,16,Melbourne City FC,181,https://www.transfermarkt.ch/corey-gameiro/verletzungen/spieler/176802
1450,22,1993-02-07,a-league,Corey Gameiro,Mittelstürmer                            ,2015-11-27,2015.8958904109588,15,Melbourne City FC,182,https://www.transfermarkt.ch/corey-gameiro/verletzungen/spieler/176802
1451,21,1993-02-07,a-league,Corey Gameiro,Mittelstürmer                            ,2014-12-06,2014.9205479452055,14,Sydney FC,182,https://www.transfermarkt.ch/corey-gameiro/verletzungen/spieler/176802
1452,27,1991-06-05,regionalliga-bayern,Marco Rapp,Defensives Mittelfeld                            ,2018-09-09,2018.682191780822,18,Kickers Offenbach,0,https://www.transfermarkt.ch/marco-rapp/verletzungen/spieler/87191
1453,21,1987-03-05,premier-league,Ishmael Miller,Mittelstürmer                            ,2008-12-09,2008.9287671232876,08,West Bromwich Albion,172,https://www.transfermarkt.ch/ishmael-miller/verletzungen/spieler/38776
1454,23,1992-10-03,jupiler-pro-league,Thibault Peyre,Rechter Verteidiger                            ,2016-02-13,2016.1178082191782,15,Royal Mouscron-Péruwelz,212,https://www.transfermarkt.ch/thibault-peyre/verletzungen/spieler/170914
1455,23,1988-08-27,laliga2,Aythami Álvarez,Rechter Verteidiger                            ,2011-10-25,2011.8082191780823,11,UD Las Palmas,189,https://www.transfermarkt.ch/aythami-alvarez/verletzungen/spieler/92660
1456,31,1988-09-11,super-lig, Juanfran,Rechter Verteidiger                            ,2019-09-28,2019.7342465753425,19,Alanyaspor,0,https://www.transfermarkt.ch/juanfran/verletzungen/spieler/64411
1457,31,1987-07-08,serie-c-girone-c,Danilo Russo,Torwart                            ,2018-12-01,2018.9068493150685,18,Casertana FC,181,https://www.transfermarkt.ch/danilo-russo/verletzungen/spieler/62270
1458,30,1987-07-08,serie-b,Danilo Russo,Torwart                            ,2017-09-04,2017.668493150685,17,Venezia FC,224,https://www.transfermarkt.ch/danilo-russo/verletzungen/spieler/62270
1459,24,1988-12-28,eredivisie,Adam Sarota,Rechtes Mittelfeld                            ,2013-01-28,2013.0767123287671,12,FC Utrecht,302,https://www.transfermarkt.ch/adam-sarota/verletzungen/spieler/109305
1460,24,1988-11-29,2-liga,Robert Gruberbauer,Mittelstürmer                            ,2013-02-15,2013.123287671233,12,SKN St. Pölten,252,https://www.transfermarkt.ch/robert-gruberbauer/verletzungen/spieler/55347
1461,20,1998-01-26,super-league,Carlo Manicone,Mittelstürmer                            ,2018-05-21,2018.386301369863,17,FC Lugano,238,https://www.transfermarkt.ch/carlo-manicone/verletzungen/spieler/390123
1462,18,1997-04-04,2-liga,Danijel Colovic,Innenverteidiger                            ,2016-03-01,2016.1671232876713,15,SV Kapfenberg,79 ,https://www.transfermarkt.ch/danijel-colovic/verletzungen/spieler/330600
1463,29,1984-03-07,bundesliga,Douglas da Silva,Innenverteidiger                            ,2013-08-07,2013.5945205479452,13,Figueirense Futebol Clube,193,https://www.transfermarkt.ch/douglas-da-silva/verletzungen/spieler/16639
1464,26,1984-03-07,bundesliga,Douglas da Silva,Innenverteidiger                            ,2011-02-05,2011.0958904109589,10,Red Bull Salzburg,261,https://www.transfermarkt.ch/douglas-da-silva/verletzungen/spieler/16639
1465,27,1987-03-16,laliga2,Israel Bascón,Rechtes Mittelfeld                            ,2014-10-29,2014.8191780821917,14,Albacete Balompié,184,https://www.transfermarkt.ch/israel-bascon/verletzungen/spieler/35519
1466,27,1987-03-16,segunda-division-b-grupo-iv,Israel Bascón,Rechtes Mittelfeld                            ,2014-04-14,2014.2849315068493,13,Albacete Balompié,183,https://www.transfermarkt.ch/israel-bascon/verletzungen/spieler/35519
1467,30,1977-05-06,liga-nos, Jorginho,Offensives Mittelfeld                            ,2008-02-17,2008.1287671232876,07,SC Braga,158,https://www.transfermarkt.ch/jorginho/verletzungen/spieler/17373
1468,20,1998-03-20,3-liga,Dylan Esmel,Linksaußen                            ,2018-08-02,2018.5808219178082,18,1.FC Kaiserslautern,0,https://www.transfermarkt.ch/dylan-esmel/verletzungen/spieler/218584
1469,24,1985-06-24,2-liga, Mossoró,Mittelstürmer                            ,2009-06-28,2009.4876712328767,09,FC Wacker Innsbruck,187,https://www.transfermarkt.ch/mossoro/verletzungen/spieler/56770
1470,20,1992-05-11,nemzeti-bajnoksag,Nikolas Proesmans,Zentrales Mittelfeld                            ,2013-03-02,2013.1698630136987,12,Újpest FC,282,https://www.transfermarkt.ch/nikolas-proesmans/verletzungen/spieler/132846
1471,22,1996-02-18,serie-c-girone-b,Marco Crocchianti,Innenverteidiger                            ,2018-08-11,2018.6054794520549,18,FC Südtirol,272,https://www.transfermarkt.ch/marco-crocchianti/verletzungen/spieler/280414
1472,33,1985-05-05,laliga, Luisinho,Linker Verteidiger                            ,2018-09-26,2018.7287671232878,18,SD Huesca ,227,https://www.transfermarkt.ch/luisinho/verletzungen/spieler/56777
1473,30,1986-01-19,serie-a,Claudio Marchisio,Zentrales Mittelfeld                            ,2016-04-18,2016.295890410959,15,Juventus Turin,178,https://www.transfermarkt.ch/claudio-marchisio/verletzungen/spieler/44716
1474,21,1992-05-22,eredivisie,Hilal Ben Moussa,Zentrales Mittelfeld                            ,2014-03-20,2014.2191780821918,13,FC Groningen,327,https://www.transfermarkt.ch/hilal-ben-moussa/verletzungen/spieler/223405
1475,23,1990-05-11,bundesliga,Dario Tadic,Mittelstürmer                            ,2013-05-22,2013.3890410958904,12,SC Wiener Neustadt,187,https://www.transfermarkt.ch/dario-tadic/verletzungen/spieler/50860
1476,18,1990-05-11,2-liga,Dario Tadic,Mittelstürmer                            ,2009-04-20,2009.3013698630136,08,FK Austria Wien Amateure,267,https://www.transfermarkt.ch/dario-tadic/verletzungen/spieler/50860
1477,19,1990-02-15,2-bundesliga,Patrick Dulleck,Mittelstürmer                            ,2010-01-16,2010.0438356164384,09,Karlsruher SC II,197,https://www.transfermarkt.ch/patrick-dulleck/verletzungen/spieler/57566
1478,33,1985-02-19,laliga2,Carlos Valverde,Rechtsaußen                            ,2018-12-17,2018.9506849315069,18,Extremadura UD,182,https://www.transfermarkt.ch/carlos-valverde/verletzungen/spieler/71279
1479,30,1982-07-28,ligue-2,Grégory Cerdan,Innenverteidiger                            ,2013-01-14,2013.0383561643835,12,EA Guingamp,151,https://www.transfermarkt.ch/gregory-cerdan/verletzungen/spieler/6274
1480,24,1993-07-06,3-liga,Florian Neuhold,Innenverteidiger                            ,2018-01-30,2018.0821917808219,17,Rot-Weiß Erfurt,213,https://www.transfermarkt.ch/florian-neuhold/verletzungen/spieler/106864
1481,32,1984-01-31,premier-league,Dean Marney,Zentrales Mittelfeld                            ,2017-01-22,2017.0602739726028,16,FC Burnley,337,https://www.transfermarkt.ch/dean-marney/verletzungen/spieler/4055
1482,31,1984-01-31,premier-league,Dean Marney,Zentrales Mittelfeld                            ,2015-02-08,2015.1041095890412,14,FC Burnley,267,https://www.transfermarkt.ch/dean-marney/verletzungen/spieler/4055
1483,19,1999-07-06,championship,Ben Morris,Mittelstürmer                            ,2019-02-06,2019.0986301369862,18,Transfermarkt,0,https://www.transfermarkt.ch/ben-morris/verletzungen/spieler/420810
1484,24,1984-06-21,premier-liga,Pape Diakhaté,Innenverteidiger                            ,2009-05-10,2009.3561643835617,08,Dynamo Kiew,107,https://www.transfermarkt.ch/pape-diakhate/verletzungen/spieler/28318
1485,24,1985-03-18,2-liga,Rafael Dorn,Defensives Mittelfeld                            ,2009-04-22,2009.3068493150686,08,FC Gratkorn,376,https://www.transfermarkt.ch/rafael-dorn/verletzungen/spieler/17091
1486,23,1985-03-18,2-liga,Rafael Dorn,Defensives Mittelfeld                            ,2008-09-15,2008.6986301369864,08,FC Gratkorn,207,https://www.transfermarkt.ch/rafael-dorn/verletzungen/spieler/17091
1487,30,1988-04-02,challenge-league,Patrick Rossini,Mittelstürmer                            ,2018-04-28,2018.323287671233,17,FC Aarau,247,https://www.transfermarkt.ch/patrick-rossini/verletzungen/spieler/33771
1488,23,1988-04-02,challenge-league,Patrick Rossini,Mittelstürmer                            ,2011-04-04,2011.2575342465752,10,FC Schaffhausen,180,https://www.transfermarkt.ch/patrick-rossini/verletzungen/spieler/33771
1489,18,1993-03-21,regionalliga-ost,Vasil Kuleski,Rechtsaußen                            ,2011-08-06,2011.5917808219178,11,SK Rapid Wien II,184,https://www.transfermarkt.ch/vasil-kuleski/verletzungen/spieler/124779
1490,29,1987-04-07,challenge-league,Marco Mangold,Zentrales Mittelfeld                            ,2017-03-13,2017.2,16,FC Winterthur,294,https://www.transfermarkt.ch/marco-mangold/verletzungen/spieler/33273
1491,31,1987-06-16,serie-a,Federico Dionisi,Mittelstürmer                            ,2018-08-13,2018.6109589041096,18,Frosinone Calcio,196,https://www.transfermarkt.ch/federico-dionisi/verletzungen/spieler/119369
1492,21,1994-10-27,premier-league,Kurt Zouma,Innenverteidiger                            ,2016-02-08,2016.1041095890412,15,FC Chelsea,286,https://www.transfermarkt.ch/kurt-zouma/verletzungen/spieler/157509
1493,21,1989-01-30,1-bundesliga,Christopher Schorch,Innenverteidiger                            ,2010-03-03,2010.172602739726,09,1.FC Köln,153,https://www.transfermarkt.ch/christopher-schorch/verletzungen/spieler/36902
1494,28,1990-11-02,liga-nos,Helton Leite,Torwart                            ,2019-02-12,2019.1150684931506,18,Boavista Porto FC,204,https://www.transfermarkt.ch/helton-leite/verletzungen/spieler/175383
1495,26,1992-06-03,westfalenliga-1,Tobias Steffen,Linksaußen                            ,2018-07-05,2018.5068493150684,18,SV Rödinghausen,179,https://www.transfermarkt.ch/tobias-steffen/verletzungen/spieler/94543
1496,18,1999-08-21,2-liga,Facundo Perdomo,Offensives Mittelfeld                            ,2018-07-16,2018.5369863013698,18,Young Violets Austria Wien,349,https://www.transfermarkt.ch/facundo-perdomo/verletzungen/spieler/531834
1497,19,1989-08-03,ligue-1,Emil Lyng,Hängende Spitze                            ,2009-03-26,2009.2356164383561,08,LOSC Lille,184,https://www.transfermarkt.ch/emil-lyng/verletzungen/spieler/69905
1498,26,1984-02-02,jupiler-pro-league,Franck Berrier,Offensives Mittelfeld                            ,2010-03-14,2010.2027397260274,09,SV Zulte Waregem,171,https://www.transfermarkt.ch/franck-berrier/verletzungen/spieler/22627
1499,22,1994-06-04,2-bundesliga,Rick Wulle,Torwart                            ,2017-05-14,2017.3671232876711,16,SV Sandhausen,232,https://www.transfermarkt.ch/rick-wulle/verletzungen/spieler/302388
1500,21,1991-09-14,scottish-championship,Jon McShane,Mittelstürmer                            ,2012-09-16,2012.7013698630137,12,Hamilton Academical FC,152,https://www.transfermarkt.ch/jon-mcshane/verletzungen/spieler/61217
1501,22,1996-03-29,keuken-kampioen-divisie,Djibril Dianessy,Rechtsaußen                            ,2018-04-01,2018.2493150684932,17,Fortuna Sittard,334,https://www.transfermarkt.ch/djibril-dianessy/verletzungen/spieler/355368
1502,30,1978-01-09,serie-a,Gennaro Gattuso,Zentrales Mittelfeld                            ,2008-12-07,2008.9232876712329,08,AC Mailand,148,https://www.transfermarkt.ch/gennaro-gattuso/verletzungen/spieler/5813
1503,26,1983-10-07,scottish-premiership,Merouane Zemmama,Offensives Mittelfeld                            ,2010-03-27,2010.2383561643835,09,Hibernian FC,286,https://www.transfermarkt.ch/merouane-zemmama/verletzungen/spieler/43007
1504,26,1982-06-12,2-bundesliga,Andreas Wolf,Innenverteidiger                            ,2008-08-18,2008.6246575342466,08,1.FC Nürnberg,184,https://www.transfermarkt.ch/andreas-wolf/verletzungen/spieler/1572
1505,17,1993-05-24,2-liga,Markus Keusch,Innenverteidiger                            ,2011-01-20,2011.054794520548,10,SKN St. Pölten,238,https://www.transfermarkt.ch/markus-keusch/verletzungen/spieler/107400
1506,18,1996-12-07,beloften-entscheidungsrunde,Nick Borgman,Torwart                            ,2015-06-29,2015.490410958904,15,PEC Zwolle II,307,https://www.transfermarkt.ch/nick-borgman/verletzungen/spieler/291241
1507,30,1986-10-06,super-league-1,Chahir Belghazouani,Linksaußen                            ,2016-11-16,2016.8657534246574,16,APO Levadiakos,196,https://www.transfermarkt.ch/chahir-belghazouani/verletzungen/spieler/57144
1508,21,1997-03-19,serie-b,Federico Pasqualoni,Innenverteidiger                            ,2018-09-22,2018.717808219178,18,Transfermarkt,0,https://www.transfermarkt.ch/federico-pasqualoni/verletzungen/spieler/490847
1509,24,1984-02-07,laliga2,Juanlu Hens,Offensives Mittelfeld                            ,2008-03-04,2008.1753424657534,07,Granada 74 CF,211,https://www.transfermarkt.ch/juanlu-hens/verletzungen/spieler/61036
1510,27,1983-03-14,ligue-2,Chaher Zarour,Innenverteidiger                            ,2010-09-21,2010.7150684931507,10,FCO Dijon,153,https://www.transfermarkt.ch/chaher-zarour/verletzungen/spieler/111495
1511,31,1988-01-03,2-bundesliga,Christopher Nöthe,Linksaußen                            ,2019-01-19,2019.0520547945205,18,Arminia Bielefeld,254,https://www.transfermarkt.ch/christopher-nothe/verletzungen/spieler/31864
1512,29,1988-01-03,2-bundesliga,Christopher Nöthe,Linksaußen                            ,2017-04-05,2017.2602739726028,16,Arminia Bielefeld,243,https://www.transfermarkt.ch/christopher-nothe/verletzungen/spieler/31864
1513,22,1989-01-31,serie-a,Sebastian Eriksson,Defensives Mittelfeld                            ,2011-08-15,2011.6164383561643,11,Cagliari Calcio,267,https://www.transfermarkt.ch/sebastian-eriksson/verletzungen/spieler/60534
1514,27,1987-08-01,liga-nos,André Marques,Linker Verteidiger                            ,2015-01-31,2015.0849315068492,14,Moreirense FC,344,https://www.transfermarkt.ch/andre-marques/verletzungen/spieler/35455
1515,24,1993-06-28,landesliga-steiermark,Armin Masovic,Offensives Mittelfeld                            ,2018-05-05,2018.3424657534247,17,SC Bruck/Mur,348,https://www.transfermarkt.ch/armin-masovic/verletzungen/spieler/159155
1516,32,1986-11-17,serie-c-girone-a,Fabio Concas,Rechtsaußen                            ,2019-09-15,2019.6986301369864,19,AC Gozzano,0,https://www.transfermarkt.ch/fabio-concas/verletzungen/spieler/102622
1517,21,1990-03-18,bundesliga,Tomasz Welnicki,Innenverteidiger                            ,2011-08-29,2011.654794520548,11,SV Kapfenberg,276,https://www.transfermarkt.ch/tomasz-welnicki/verletzungen/spieler/53702
1518,24,1992-01-15,segunda-division-b-grupo-iv,Adolfo Martínez,Zentrales Mittelfeld                            ,2016-12-14,2016.9424657534246,16,Transfermarkt,212,https://www.transfermarkt.ch/adolfo-martinez/verletzungen/spieler/287305
1519,29,1987-06-15,oberliga-niederrhein,Markus Rychlik,Rechtsaußen                            ,2016-07-01,2016.495890410959,16,TuRU Düsseldorf,364,https://www.transfermarkt.ch/markus-rychlik/verletzungen/spieler/116622
1520,28,1987-06-15,oberliga-niederrhein,Markus Rychlik,Rechtsaußen                            ,2016-04-20,2016.3013698630136,15,TuRU Düsseldorf,71 ,https://www.transfermarkt.ch/markus-rychlik/verletzungen/spieler/116622
1521,20,1995-07-19,super-league,Manuel Akanji,Innenverteidiger                            ,2016-03-05,2016.1780821917807,15,FC Basel 1893,301,https://www.transfermarkt.ch/manuel-akanji/verletzungen/spieler/284730
1522,19,1992-11-19,bundesliga,Anel Kocijan,Innenverteidiger                            ,2012-09-24,2012.7232876712328,12,SK Sturm Graz II,213,https://www.transfermarkt.ch/anel-kocijan/verletzungen/spieler/116099
1523,25,1989-04-23,hessenliga,Rene Huneck,Mittelstürmer                            ,2014-11-15,2014.86301369863,14,FSC Lohfelden,268,https://www.transfermarkt.ch/rene-huneck/verletzungen/spieler/66964
1524,30,1987-02-01,laliga,Giuseppe Rossi,Mittelstürmer                            ,2017-04-10,2017.2739726027398,16,AC Florenz,182,https://www.transfermarkt.ch/giuseppe-rossi/verletzungen/spieler/19104
1525,24,1987-02-01,laliga,Giuseppe Rossi,Mittelstürmer                            ,2011-10-27,2011.813698630137,11,FC Villarreal,557,https://www.transfermarkt.ch/giuseppe-rossi/verletzungen/spieler/19104
1526,21,1993-07-26,1-bundesliga,Caleb Stanko,Defensives Mittelfeld                            ,2014-09-08,2014.6794520547944,14,SC Freiburg,287,https://www.transfermarkt.ch/caleb-stanko/verletzungen/spieler/190269
1527,25,1990-04-13,regionalliga-mitte,Bernhard Kotynski,Innenverteidiger                            ,2015-11-17,2015.868493150685,15,SKN St. Pölten,105,https://www.transfermarkt.ch/bernhard-kotynski/verletzungen/spieler/85673
1528,31,1980-06-28,eredivisie,Birger Maertens,Innenverteidiger                            ,2011-08-04,2011.5863013698631,11,Heracles Almelo,274,https://www.transfermarkt.ch/birger-maertens/verletzungen/spieler/9647
1529,22,1995-01-28,*]]>*,Saverio Madrigali,Innenverteidiger                            ,2017-05-25,2017.3972602739725,17,Transfermarkt,235,https://www.transfermarkt.ch/saverio-madrigali/verletzungen/spieler/197307
1530,28,1988-08-29,liga-pro, Traquina,Rechtsaußen                            ,2017-07-16,2017.5369863013698,17,Académica Coimbra,271,https://www.transfermarkt.ch/traquina/verletzungen/spieler/116390
1531,21,1988-07-21,ligue-2,Romain Grange,Offensives Mittelfeld                            ,2009-12-23,2009.9671232876713,09,LB Châteauroux,182,https://www.transfermarkt.ch/romain-grange/verletzungen/spieler/105400
1532,18,1996-02-07,regionalliga-nord,Niklas Teichgräber,Linker Verteidiger                            ,2014-06-14,2014.4493150684932,13,Hannover 96 II,200,https://www.transfermarkt.ch/niklas-teichgraber/verletzungen/spieler/193051
1533,24,1993-03-16,liga-pro, Mica,Offensives Mittelfeld                            ,2017-10-21,2017.7972602739726,17,Transfermarkt,376,https://www.transfermarkt.ch/mica/verletzungen/spieler/238480
1534,22,1993-05-05,serie-b,Juri Cisotti,Linksaußen                            ,2016-04-06,2016.2630136986302,15,Vicenza Calcio,206,https://www.transfermarkt.ch/juri-cisotti/verletzungen/spieler/163999
1535,28,1990-02-03,super-lig,Adama Traoré,Linker Verteidiger                            ,2018-10-05,2018.7534246575342,18,Göztepe,234,https://www.transfermarkt.ch/adama-traore/verletzungen/spieler/70209
1536,22,1992-01-20,regionalliga-west,Christoph Domig,Zentrales Mittelfeld                            ,2015-01-18,2015.0493150684931,14,FC Dornbirn,194,https://www.transfermarkt.ch/christoph-domig/verletzungen/spieler/111380
1537,33,1982-06-01,*]]>*,Anthony Portier,Innenverteidiger                            ,2016-03-21,2016.2219178082191,15,KFCO Beerschot Wilrijk,186,https://www.transfermarkt.ch/anthony-portier/verletzungen/spieler/18418
1538,29,1985-01-09,serie-a,Santiago Gentiletti,Innenverteidiger                            ,2014-09-21,2014.7150684931507,14,Lazio Rom,191,https://www.transfermarkt.ch/santiago-gentiletti/verletzungen/spieler/30782
1539,20,1994-09-03,scottish-premiership,Chris Johnston,Rechtes Mittelfeld                            ,2015-08-12,2015.6082191780822,15,Kilmarnock FC,293,https://www.transfermarkt.ch/chris-johnston/verletzungen/spieler/213114
1540,23,1992-12-26,spieltag,Youssef Boulaouali,Rechtsaußen                            ,2016-11-15,2016.86301369863,16,KFCO Beerschot Wilrijk,227,https://www.transfermarkt.ch/youssef-boulaouali/verletzungen/spieler/379491
1541,29,1987-01-05,segunda-division-b-grupo-i,César Díaz,Mittelstürmer                            ,2016-11-19,2016.8739726027397,16,Racing Santander,193,https://www.transfermarkt.ch/cesar-diaz/verletzungen/spieler/51632
1542,31,1979-07-07,laliga2,Gaspar Gálvez,Innenverteidiger                            ,2010-08-16,2010.6191780821919,10,FC Córdoba,184,https://www.transfermarkt.ch/gaspar-galvez/verletzungen/spieler/7367
1543,23,1993-03-06,eredivisie,Chris David,Offensives Mittelfeld                            ,2016-11-15,2016.86301369863,16,Go Ahead Eagles Deventer,345,https://www.transfermarkt.ch/chris-david/verletzungen/spieler/187285
1544,22,1993-03-06,championship,Chris David,Offensives Mittelfeld                            ,2015-10-31,2015.8246575342466,15,Go Ahead Eagles Deventer,364,https://www.transfermarkt.ch/chris-david/verletzungen/spieler/187285
1545,33,1986-02-14,2-bundesliga,Markus Karl,Defensives Mittelfeld                            ,2019-04-13,2019.282191780822,18,SV Sandhausen,0,https://www.transfermarkt.ch/markus-karl/verletzungen/spieler/27970
1546,32,1982-10-17,regionalliga-west,Martin Hämmerle,Innenverteidiger                            ,2015-04-14,2015.2849315068493,14,FC Höchst,261,https://www.transfermarkt.ch/martin-hammerle/verletzungen/spieler/40199
1547,26,1988-09-30,1-bundesliga,Mathias Fetsch,Mittelstürmer                            ,2014-12-20,2014.958904109589,14,Eintracht Braunschweig,192,https://www.transfermarkt.ch/mathias-fetsch/verletzungen/spieler/46179
1548,25,1984-01-26,pko-ekstraklasa,Grzegorz Wojtkowiak,Rechter Verteidiger                            ,2009-04-06,2009.2630136986302,08,Lech Posen,178,https://www.transfermarkt.ch/grzegorz-wojtkowiak/verletzungen/spieler/24524
1549,20,1988-04-05,1-bundesliga,Matthias Jaissle,Innenverteidiger                            ,2009-03-22,2009.2246575342465,08,TSG 1899 Hoffenheim,222,https://www.transfermarkt.ch/matthias-jaissle/verletzungen/spieler/40673
1550,24,1993-04-28,segunda-division-b-grupo-i,Jorge Ortí,Mittelstürmer                            ,2018-04-16,2018.2904109589042,17,Transfermarkt,183,https://www.transfermarkt.ch/jorge-orti/verletzungen/spieler/129495
1551,23,1990-08-29,1-bundesliga,Gianluca Korte,Linksaußen                            ,2014-01-10,2014.027397260274,13,Eintracht Braunschweig,171,https://www.transfermarkt.ch/gianluca-korte/verletzungen/spieler/109792
1552,23,1993-04-21,3-liga,Alexander Sorge,Innenverteidiger                            ,2016-09-27,2016.731506849315,16,FSV Zwickau,246,https://www.transfermarkt.ch/alexander-sorge/verletzungen/spieler/195612
1553,21,1997-01-28,westfalenliga-1,Allan Firmino Dantas,Defensives Mittelfeld                            ,2018-06-01,2018.4136986301369,17,SV Rödinghausen,213,https://www.transfermarkt.ch/allan-firmino-dantas/verletzungen/spieler/387988
1554,25,1987-08-23,laliga2, Benja,Mittelstürmer                            ,2013-02-25,2013.150684931507,12,FC Girona,306,https://www.transfermarkt.ch/benja/verletzungen/spieler/126390
1555,25,1988-09-14,liga-nos,Diogo Salomão,Linksaußen                            ,2014-03-03,2014.172602739726,13,Deportivo La Coruna ,206,https://www.transfermarkt.ch/diogo-salomao/verletzungen/spieler/145918
1556,25,1987-07-01,3-liga,Dominik Schmidt,Innenverteidiger                            ,2012-09-24,2012.7232876712328,12,Preußen Münster,171,https://www.transfermarkt.ch/dominik-schmidt/verletzungen/spieler/17443
1557,18,1994-04-30,2-liga,Simon Kühne,Linksaußen                            ,2012-08-10,2012.6027397260275,12,SC Austria Lustenau,203,https://www.transfermarkt.ch/simon-kuhne/verletzungen/spieler/156687
1558,28,1990-01-12,oberosterreich-liga,Lukas Kragl,Mittelstürmer                            ,2018-04-26,2018.317808219178,17,Union Weißkirchen,280,https://www.transfermarkt.ch/lukas-kragl/verletzungen/spieler/82535
1559,19,1999-11-23,laliga2,Valery Fernández,Rechtsaußen                            ,2019-07-26,2019.5643835616438,19,FC Girona,0,https://www.transfermarkt.ch/valery-fernandez/verletzungen/spieler/331496
1560,24,1993-04-13,laliga2,Francisco Fydriszewski,Mittelstürmer                            ,2018-01-07,2018.0191780821917,17,Transfermarkt,181,https://www.transfermarkt.ch/francisco-fydriszewski/verletzungen/spieler/337921
1561,21,1989-11-11,laliga2,Guillem Truyols,Innenverteidiger                            ,2011-03-06,2011.1808219178083,10,FC Villarreal B,179,https://www.transfermarkt.ch/guillem-truyols/verletzungen/spieler/141762
1562,30,1983-11-28,1-bundesliga,Nelson Valdez,Mittelstürmer                            ,2014-08-30,2014.6575342465753,14,Eintracht Frankfurt,134,https://www.transfermarkt.ch/nelson-valdez/verletzungen/spieler/2050
1563,27,1984-01-23,super-league,Dragan Mrdja,Mittelstürmer                            ,2011-11-12,2011.854794520548,11,FC Sion,182,https://www.transfermarkt.ch/dragan-mrdja/verletzungen/spieler/19716
1564,27,1984-01-23,super-league,Dragan Mrdja,Mittelstürmer                            ,2011-03-12,2011.1972602739727,10,FC Sion,173,https://www.transfermarkt.ch/dragan-mrdja/verletzungen/spieler/19716
1565,19,1993-06-11,serie-b,Ouasim Bouy,Defensives Mittelfeld                            ,2013-02-06,2013.0986301369862,12,Ouasim Bouy,226,https://www.transfermarkt.ch/ouasim-bouy/verletzungen/spieler/126412
1566,25,1988-03-09,ligue-1, Diego,Linkes Mittelfeld                            ,2013-05-15,2013.3698630136987,13,Stade Reims,286,https://www.transfermarkt.ch/diego/verletzungen/spieler/55042
1567,21,1995-05-08,promotion-league,Anthony Bürgisser,Defensives Mittelfeld                            ,2017-04-02,2017.2520547945205,16,SC Kriens,273,https://www.transfermarkt.ch/anthony-burgisser/verletzungen/spieler/284805
1568,25,1986-09-14,scottish-premiership,Steven Naismith,Hängende Spitze                            ,2011-10-29,2011.8191780821917,11,Glasgow Rangers,277,https://www.transfermarkt.ch/steven-naismith/verletzungen/spieler/12763
1569,21,1986-09-14,scottish-premiership,Steven Naismith,Hängende Spitze                            ,2008-04-20,2008.3013698630136,07,Glasgow Rangers,346,https://www.transfermarkt.ch/steven-naismith/verletzungen/spieler/12763
1570,29,1978-11-11,premier-league,Erik Edman,Linker Verteidiger                            ,2008-03-23,2008.227397260274,07,Wigan Athletic,251,https://www.transfermarkt.ch/erik-edman/verletzungen/spieler/4394
1571,24,1990-08-18,premier-league,Kevin Long,Innenverteidiger                            ,2015-01-02,2015.0054794520547,14,FC Burnley,273,https://www.transfermarkt.ch/kevin-long/verletzungen/spieler/111114
1572,23,1992-12-11,serie-b,Enej Jelenic,Offensives Mittelfeld                            ,2016-04-12,2016.2794520547945,15,AS Livorno,143,https://www.transfermarkt.ch/enej-jelenic/verletzungen/spieler/148538
